,itemType,showType,id,imdbId,tmdbId,title,overview,releaseYear,originalTitle,directors,cast,rating,runtime,firstGenre,secondGenre,thirdGenre
83,show,movie,110305,tt22307338,movie/1028547,'Twas the Night Before Christmas,Madison's directing skills are tested on a show about a famous Christmas poem.,2022,'Twas the Night Before Christmas,['Gary Yates'],"['Torrey DeVitto', 'Zane Holtz', 'Shawn Ahmed', 'Amanda Barker', 'Tanisha Thammavongsa', 'Richard Waugh', 'Jennie Esnard']",65,85.0,comedy,drama,family
84,show,movie,5266692,tt27915407,movie/1100642,'Twas the Text Before Christmas,An unexpected text message sent to the wrong number sets into motion a Christmas tradition with a new family over three separate years.,2023,'Twas the Text Before Christmas,['T.W. Peacocke'],"['Merritt Patterson', 'Trevor Donovan', 'Rob Stewart', 'Jayne Eastwood', 'Marisa McIntyre', 'Peyton Boulley', 'Derek Moran']",60,84.0,comedy,romance,
85,show,movie,53238,tt0090556,movie/34760,"'night, Mother",Sissy Spacek and Anne Bancroft star in this powerful drama about a mother's emotional struggle to understand her troubled daughter's depression before it's too late.,1986,"'night, Mother",['Tom Moore'],"['Sissy Spacek', 'Anne Bancroft', 'Ed Berke', 'Carol Robbins', 'Jennifer Roosendahl', 'Michael Kenworthy', 'Sari Walker']",69,96.0,drama,,
86,show,movie,592,tt1022603,movie/19913,(500) Days of Summer,"A romantic comedy about a woman who doesn't believe true love exists, and the man who falls for her.",2009,(500) Days of Summer,['Marc Webb'],"['Joseph Gordon-Levitt', 'Zooey Deschanel', 'Geoffrey Arend', 'Chloë Grace Moretz', 'Matthew Gray Gubler', 'Clark Gregg', 'Patricia Belcher']",75,95.0,comedy,drama,romance
87,show,movie,60491,tt2630898,movie/329750,(Dis)Honesty: The Truth About Lies,Behavioural scientist Dan Ariely discovers the complicated truth behind what happens when we lie to each other.,2015,(Dis)Honesty: The Truth About Lies,['Yael Melamede'],['Dan Ariely'],69,90.0,documentary,news,
88,show,movie,361571,tt1016145,movie/743476,(I'm Living) A Charmed Life,"An unexpected email from her old high school friend, Duffy, leads Lulu on an impulsive road trip and visit to New York for a surprise-filled weekend.",2000,(I'm Living) A Charmed Life,['Betsy Carson'],"['Tameson Duffy', 'Buffy Miller', 'Scott Mullenberg']",46,65.0,comedy,,
89,show,movie,246624,tt12523550,movie/716983,(In)Visible Portraits,Oge Egbuonu celebrates the heritage and history of Black women in America.,2020,(In)Visible Portraits,['Oge Egbuonu'],[],54,94.5,documentary,,
90,show,movie,16693477,tt32327574,movie/1359490,(MAD)²,"After his wedding turns into a disaster, Laddu and his pals — Manoj, Ashok and Damodar — find themselves traveling to Goa for another wild adventure.",2025,(MAD)²,['Kalyan Shankar'],"['Sangeeth Shobhan', 'Narne Nithin', 'Ram Nithin', 'Vishnu Oi', 'Muralidhar Goud', 'Karthikeya Samala', 'Ravi Anthony']",61,124.0,comedy,,
91,show,movie,12738118,tt25732238,movie/1318608,Jaws of Life,"A young dancer grapples with sibling rivalry and her parents' crumbling marriage. An unexpected tragedy unfolds, complicating the family dynamic.",2024,(Ob)voznica,['Urban Pekle'],"['Klara Kuk', 'Lea Mihevc', 'Borut Veselko', 'Maša Derganc', 'Tina Vrbnjak', 'Nika Rozman', 'Arna Hadžialjevič']",50,81.0,drama,,
93,show,movie,2700132,tt16970116,movie/1021269,(Practice) The Secret Files of Earthquake!!!,Earthquake brings his hilarious and straightforward signature comedic style to his all-new stand-up special that you won’t want to miss.,2022,(Practice) The Secret Files of Earthquake!!!,['Brian Volk-Weiss'],['Earthquake'],53,58.0,comedy,,
94,show,movie,7527049,tt28528526,movie/1198754,Carnage,"When an underground marketplace of illegal activity is besieged by an army of assassins, a ragtag group of criminals must fight for survival.",2024,(Pri)sons,['Esa Jussila'],"['Jarmo Pukkila', 'Ari Savonen', 'Jere Saarela', 'Katriina Rajaniemi', 'Gareth Lawrence', 'Veera W. Vilo', 'Ilkka Koivula']",50,100.0,action,crime,horror
95,show,movie,128782,tt5525418,movie/467933,(Romance) in the Digital Age,"When the video of a once-famous emo band performing karaoke goes viral, a door opens for a possible reunion at the guitarist’s Christmas wedding.",2017,(Romance) in the Digital Age,['Jason Michael Brescia'],"['Chris Warren', 'Lauren Pritchard', 'Lauren Moore', 'Joe Murphy', 'Chris Viemeister', 'Jill Durso', 'Shabazz Green']",58,83.0,comedy,music,
97,show,movie,19122107,tt23723310,movie/824687,(Un)glamorous: The Naked Truth About Male Models,This doc goes behind the scenes into the seemingly glamorous world of male models to show you their tiny apartments and even tinier paychecks.,2015,(Un)glamorous: The Naked Truth About Male Models,['Bradley Blackburn'],"['Pedro Andrade', 'Cameron Keesling', 'RJ King', 'Clark Bockelman', 'Alex Lundqvist', 'Malik Lindo-Ireland', 'Natalie Kates-Ferri']",47,42.0,documentary,,
98,show,movie,55455,tt1132193,movie/45261,(Untitled),The proprietor of a trendy art gallery in New York City becomes enamored with a vibrant but moody music composer when their snooty social circles mix.,2009,(Untitled),['Jonathan Parker'],"['Adam Goldberg', 'Marley Shelton', 'Eion Bailey', 'Lucy Punch', 'Vinnie Jones', 'Zak Orth']",62,96.0,comedy,drama,music
100,show,movie,127066,tt0154749,movie/306423,Kudrat,"Chandramukhi, a beautiful young woman from Bombay, India, goes on holiday to Simla with her parents. During her visit to Shimla, Chandramukhi meets Mohan and starts remembering incidents from her past life. She soon uncovers the mystery of her previous life and attempts to bring the culprit to justice",1981,(कुदरत),['Chetan Anand'],"['Rajesh Khanna', 'Raaj Kumar', 'Hema Malini', 'Priya Rajvansh', 'Vinod Khanna', 'Aruna Irani', 'Deven Verma']",51,158.0,drama,mystery,romance
101,show,movie,8947512,tt22987820,movie/1039482,(Tillu)²,"One year after a love affair entangled him in a murder case, a hapless DJ has a one-night stand that leads to even messier kerfuffles tied to his past.",2024,(టిల్లు)²,['Mallik Ram'],"['Siddhu Jonnalagadda', 'Anupama Parameswaran', 'Muralidhar Goud', 'Murali Sharma', 'Anish Kuruvilla', 'Praneeth Reddy Kallem', 'Prince Cecil']",65,120.0,action,comedy,crime
103,show,movie,3536599,tt1331087,movie/1150192,*69,"In the winter of 2004, a group of friends fall victim to tragic events after dialing *69 in response to a crank call.  After uncovering that these events are somehow linked to their past, they embark on a terrifying journey in hopes of ending the nightmare.",2022,*69,['Elke Blasi'],"['Gina Mahoney', 'Joseph Miller', 'Christine Kolenik', 'Laurie Ann Davis', 'Sascha Blasi', 'Beverly Lauchner', 'Jason Arthur Russo']",47,105.0,horror,mystery,thriller
104,show,movie,8947230,tt12377840,movie/1225264,*Karaganda*: Red Mafia,"In 1994, gangster Vladimir fights to survive a mafia war and protect his family after a botched arms deal destroys a Russian airbase.",2025,*Karaganda*: Red Mafia,['Max Weissberg'],"['Konstantin Lavysh', 'Dimiter D. Marinov', 'Ilia Volok', 'Richie Stephens', 'Roman Mitichyan', 'Valeria Sweet', 'Natasha Blasick']",49,111.0,action,,
105,show,movie,9941,tt0092494,movie/11548,*batteries not included,From Academy Award-winner Steven Spielberg comes this delightful fantasy about five tenants of a derelict tenement building who are helped by tiny intergalactic visitors.,1987,*batteries not included,['Matthew Robbins'],"['Hume Cronyn', 'Jessica Tandy', 'Frank McRae', 'Elizabeth Peña', 'Michael Carmine', 'Dennis Boutsikaris', 'Tom Aldredge']",66,106.0,comedy,family,fantasy
106,show,movie,24507,tt2395385,movie/176068,+1,"When the party of the year is disrupted by a supernatural phenomenon, three friends must face a shocking new reality in order to survive the night.",2013,+1,['Dennis Iliadis'],"['Rhys Wakefield', 'Logan Miller', 'Ashley Grace', 'Natalie Hall', 'Suzanne Dengel', 'Colleen Dengel', 'Rohan Kymal']",54,96.0,horror,scifi,{id:
107,show,movie,98144,tt0063859,movie/64214,Mission Stardust,"During a mission to mine radioactive material on the moon, a team of astronauts finds a super-intelligent species armed with a band of killer robots.",1967,...4 ...3 ...2 ...1 ...morte,['Primo Zeglio'],"['Lang Jeffries', 'Essy Persson', 'Luis Dávila', 'Pinkas Braun', 'Stefano Sibaldi', 'Daniel Martín', 'Joachim Hansen']",42,94.0,action,adventure,scifi
108,show,movie,55924,tt0081964,movie/30709,...All the Marbles,"The California Dolls are hot, young and dirty. But although the gorgeous tag-team wrestlers may be wallowing in a down-market mud-wrestling bout right now, they have a dream.",1981,...All the Marbles,['Robert Aldrich'],"['Peter Falk', 'Vicki Frederick', 'Laurene Landon', 'Burt Young', 'Tracy Reed', 'Ursaline Bryant', 'Claudette Nevins']",63,113.0,comedy,drama,
109,show,movie,194436,tt2123145,movie/329841,...And Here No Devil Can Hurt You,"An adulterous couple in a bombed-out brownstone apartment realize they might not be alone, adding an unexpected twist to their affair.",2011,...And Here No Devil Can Hurt You,['Ryan Andrew Balas'],"['Richard Buonagurio', 'Mirjam Karstoft', 'Ryan Andrew Balas']",31,67.0,horror,mystery,thriller
110,show,movie,10010,tt0078718,movie/17443,...And Justice for All,An attorney finds himself forced to defend a judge accused of rape while trying to protect his other clients in a justice system run amok.,1979,...And Justice for All,['Norman Jewison'],"['Al Pacino', 'Jack Warden', 'John Forsythe', 'Lee Strasberg', 'Christine Lahti', 'Craig T. Nelson', 'Jeffrey Tambor']",73,119.0,crime,drama,thriller
111,show,movie,119644,tt0078776,movie/105326,...And Your Name Is Jonah,"Because of a misdiagnosis, a deaf young boy named Jonah (Jeffrey Bravin) has been classified as mentally handicapped and is institutionalized. Jonah's parents, Danny (James Woods) and Jenny (Sally Struthers), are shocked at this realization, and so make efforts to open communication and develop a relationship with their child. Their patience is tested not only by their withdrawn son, but by his doctors who are not convinced he's deaf and consider him better off institutionalized.",1979,...And Your Name Is Jonah,['Richard Michaels'],"['Sally Struthers', 'James Woods', 'Randee Heller', 'Titos Vandis', 'Penny Santon', 'Ruth Manning', 'Jeffrey Bravin']",61,100.0,drama,,
112,show,movie,13029,tt0082307,movie/19204,The Beyond,"A young woman inherits an old hotel, only to find it sits atop a gateway to Hell and all manner of creatures lurk in the darkness.",1981,...E tu vivrai nel terrore! L'aldilà,['Lucio Fulci'],"['Catriona MacColl', 'David Warbeck', 'Cinzia Monreale', 'Antoine Saint-John', 'Veronica Lazăr', 'Larry Ray', 'Al Cliver']",66,87.0,horror,,
113,show,movie,60731,tt0118526,movie/26716,...First Do No Harm,"When debilitating conventional treatments fail, a mother battles the medical establishment and tries a controversial diet for her epileptic son.",1997,...First Do No Harm,['Jim Abrahams'],"['Meryl Streep', 'Fred Ward', 'Allison Janney', 'Seth Adkins', 'Margo Martindale', 'Tom Butler', 'Leo Burmester']",67,94.0,drama,,
114,show,movie,18804,tt0069697,movie/6916,"Watch Out, We're Mad","After tying in a local stunt race, two rivals feud over a dune buggy prize, but when a mobster destroys it, they team up to get it back.",1974,...altrimenti ci arrabbiamo!,['Marcello Fondato'],"['Terence Hill', 'Bud Spencer', 'John Sharp', 'Patty Shepard', 'Donald Pleasence', 'Deogratias Huerta', 'Manuel de Blas']",73,101.0,action,comedy,
115,show,movie,91901,tt14845950,movie/838197,"...Watch Out, We're Mad","In this reboot of the 1970s Bud Spencer and Terence Hill film, two brothers estranged for 25 years reunite to reclaim their father's beloved dune buggy.",2022,...altrimenti ci arrabbiamo!,"['Niccolò Celaia', 'Antonio Usbergo']","['Edoardo Pesce', 'Alessandro Roja', 'Alessandra Mastronardi', 'Christian De Sica', 'Francesco Bruni', 'Massimiliano Rossi', 'Michael Schermi']",40,91.0,action,comedy,
116,show,movie,16310,tt0068154,movie/11829,Trinity Is Still My Name,"In the process of honoring their father’s dying wish to become famous Old West outlaws, a pair of gunslinging brothers turn into do-gooders instead.",1971,...continuavano a chiamarlo Trinità,['Enzo Barboni'],"['Terence Hill', 'Bud Spencer', 'Yanti Somer', 'Enzo Tarascio', 'Harry Carey, Jr.', 'Pupo De Luca', 'Jessica Dublin']",72,113.0,comedy,western,
117,show,movie,112945,tt0067178,movie/100468,They Have Changed Their Face,A mid-level auto company employee is summoned to his boss' mountain villa only to discover a netherworld where capitalism is the new vampirism.,1971,...hanno cambiato faccia,['Corrado Farina'],"['Giuliano Esperanti', 'Adolfo Celi', 'Geraldine Hooper', 'Francesca Modigliani', 'Rosalba Bongiovanni', 'Pio Buscaglione', 'Salvadore Cantagalli']",63,95.0,horror,,
118,show,movie,366471,tt4876422,movie/481749,...in furs,What starts as an average day for Earl soon devolves into a battle for self control when he finds himself drawn into a parallel universe and its vices.,2016,...in furs,['Christopher Bouchie'],"['Vito Trigo', 'Sarah Schoofs']",45,61.0,horror,,
119,show,movie,27071,tt0069095,movie/1721,All the Way Boys,"A bush-flying duo crash-lands in the heart of the Peruvian jungle, where an underhanded speculator and his thugs control a mine of precious emeralds.",1972,...più forte ragazzi!,['Giuseppe Colizzi'],"['Terence Hill', 'Bud Spencer', 'Reinhard Kolldehoff', 'Riccardo Pizzuti', 'Marcello Verziera', 'Sergio Bruzzichini', 'Cyril Cusack']",66,100.0,action,adventure,comedy
120,show,movie,36306,tt0068161,movie/49106,The Dawns Here Are Quiet,"During WWII in a small village outpost, a commander has his troop replaced by an all female unit. As they finally begin to appreciate one another, German paratroopers are spotted nearby and the realities of war emerge.",1972,...А зори здесь тихие,['Stanislav Rostotsky'],"['Andrey Martynov', 'Irina Dolganova', 'Elena Drapeko', 'Ekaterina Markova', 'Olga Ostroumova', 'Irina Shevchuk', 'Lyudmila Zaytseva']",71,76.0,drama,history,war
121,show,movie,22320271,tt12683334,movie/1346517,...and Juliet,Auditions for three actresses vying for the role of Juliet become the film itself in a version of the Shakespeare play that sees the lovers survive.,2024,...і Джульєтта,['Anar Azimov'],"['Katya Molchanova', 'Victoria Lugovtsova', 'Zofia Stelmach', 'Tata Taranyuk']",40,60.0,documentary,,
122,show,movie,202431,tt2506748,movie/281569,.357,A Mafia queen whose husband is killed in bed on their wedding night snaps and pawns her wedding ring for a gun to take out each person who planned it.,2013,.357,['Brian Skiba'],"['Laurie Love', 'Fred Williamson', 'Brian Ames', 'William Katt', 'Krystle Delgado', 'Shane Dean', 'Dominic Ross']",37,97.0,action,drama,
123,show,movie,23766,tt0259822,movie/14062,.45,"Milla Jovovich is Kat, a criminal who works with her drug-dealing boyfriend, until he attacks her. Now, she’s out to seek revenge against him.",2006,.45,['Gary Lennon'],"['Milla Jovovich', 'Angus Macfadyen', 'Stephen Dorff', 'Aisha Tyler', 'Sarah Strange', 'Vincent Laresca', 'Tony Munch']",54,97.0,crime,drama,thriller
124,show,movie,20623527,tt27921625,movie/1371129,.ask,"A brutally honest YouTuber's success spirals into life-threatening complications, placing both his personal safety and professional path at risk.",2024,.ask,['Chris Vander Kaay'],"['Chris Vander Kaay', 'James Lucas', 'Dan Scully', 'Steven Espinoza', 'Kathleen Killian Fernandez', 'William Fernandez', 'Dana Shea Cirelli']",59,88.0,horror,,
125,show,movie,93876,tt10341248,movie/584586,0.0MHz,"Five members of a supernatural mystery club go to an abandoned house and summon a spirit, but things take a turn when one of them becomes its host.",2019,0.0MHz,['You Sun-dong'],"['Jung Won-chang', 'Choi Yoon-young', 'Shin Ju-hwan', 'Jung Eun-ji', 'Lee Sung-yeol', 'Nam Jung-hee', 'Park Myung-shin']",49,101.0,horror,,
126,show,movie,240298,tt1756364,movie/240188,0.56% What happened to Mexico?,"In 2006, Felipe Calderón won the presidency of Mexico with an advantage of 0.56%. This documentary explains the polarization of Mexican society, how a society transformed the struggle for power and ended up confronted like never before.",2011,0.56% ¿Qué le pasó a México?,['Lorenzo Hagerman'],"['Andrés Manuel López Obrador', 'Felipe Calderón Hinojosa']",54,98.0,documentary,,
127,show,movie,299960,tt1864227,movie/156037,00 - Zero Zero,"The plan was simple, the job was not. When a tight crew of four thieves decides to take down a boutique hotel in the dead of winter, things go horribly wrong.",2008,00 - Zero Zero,['Marco Pavone'],"['Alex Polidori', 'Massimiliano Alto', ""Domitilla D'Amico"", 'Mino Caprio', 'Sonia Scotti', 'Stefano Oppedisano', 'Enzo Avolio']",50,135.0,animation,,
